"Step","env_id: ContextualBandit-v2 - exploration_rate","env_id: ContextualBandit-v2 - exploration_rate__MIN","env_id: ContextualBandit-v2 - exploration_rate__MAX"
"149","0.32797923902512877","0.3279792390251286","0.3279792390251286"
"150","0.32699530130805315","0.3269953013080532","0.3269953013080532"
"151","0.32601431540412906","0.32601431540412906","0.32601431540412906"
"152","0.3250362724579166","0.32503627245791666","0.32503627245791666"
"153","0.3240611636405431","0.32406116364054294","0.32406116364054294"
"154","0.3230889801496211","0.3230889801496213","0.3230889801496213"
"155","0.32211971320917243","0.32211971320917243","0.32211971320917243"
"156","0.32115335406954487","0.3211533540695449","0.3211533540695449"
"157","0.3201898940073365","0.3201898940073363","0.3201898940073363"
"158","0.3192293243253143","0.31922932432531426","0.31922932432531426"
"159","0.3182716363523383","0.3182716363523383","0.3182716363523383"
"160","0.31731682144328127","0.31731682144328127","0.31731682144328127"
"161","0.31636487097895133","0.31636487097895144","0.31636487097895144"
"162","0.31541577636601476","0.3154157763660146","0.3154157763660146"
"163","0.31446952903691644","0.31446952903691655","0.31446952903691655"
"164","0.31352612044980593","0.3135261204498058","0.3135261204498058"
"165","0.3125855420884563","0.3125855420884564","0.3125855420884564"
"166","0.3116477854621909","0.311647785462191","0.311647785462191"
"167","0.31071284210580435","0.31071284210580447","0.31071284210580447"
"168","0.3097807035794871","0.30978070357948706","0.30978070357948706"
"169","0.30885136146874875","0.3088513614687486","0.3088513614687486"
"170","0.30792480738434236","0.30792480738434236","0.30792480738434236"
"171","0.3070010329621892","0.30700103296218934","0.30700103296218934"
"172","0.3060800298633027","0.3060800298633028","0.3060800298633028"
"173","0.30516178977371305","0.3051617897737129","0.3051617897737129"
"174","0.3042463044043917","0.30424630440439177","0.30424630440439177"
"175","0.3033335654911785","0.30333356549117857","0.30333356549117857"
"176","0.3024235647947051","0.30242356479470506","0.30242356479470506"
"177","0.30151629410032105","0.30151629410032094","0.30151629410032094"
"178","0.3006117452180199","0.30061174521802","0.30061174521802"
"179","0.29970990998236585","0.2997099099823659","0.2997099099823659"
"180","0.29881078025241875","0.2988107802524188","0.2988107802524188"
"181","0.29791434791166155","0.29791434791166155","0.29791434791166155"
"182","0.2970206048679264","0.2970206048679266","0.2970206048679266"
"183","0.29612954305332273","0.2961295430533228","0.2961295430533228"
"184","0.29524115442416293","0.2952411544241628","0.2952411544241628"
"185","0.29435543096089034","0.29435543096089034","0.29435543096089034"
"186","0.29347236466800747","0.2934723646680077","0.2934723646680077"
"187","0.29259194757400375","0.29259194757400364","0.29259194757400364"
"188","0.29171417173128156","0.2917141717312816","0.2917141717312816"
"189","0.29083902921608756","0.2908390292160878","0.2908390292160878"
"190","0.2899665121284396","0.28996651212843955","0.28996651212843955"
"191","0.2890966125920542","0.2890966125920542","0.2890966125920542"
"192","0.2882293227542779","0.28822932275427804","0.28822932275427804"
"193","0.28736463478601515","0.2873646347860152","0.2873646347860152"
"194","0.28650254088165716","0.28650254088165716","0.28650254088165716"
"195","0.2856430332590121","0.2856430332590122","0.2856430332590122"
"196","0.2847861041592352","0.28478610415923516","0.28478610415923516"
"197","0.28393174584675757","0.28393174584675746","0.28393174584675746"
"198","0.28307995060921703","0.2830799506092172","0.2830799506092172"
"199","0.28223071075738937","0.28223071075738954","0.28223071075738954"
"200","0.2813840186251174","0.28138401862511736","0.28138401862511736"
"201","0.2805398665692422","0.280539866569242","0.280539866569242"
"202","0.2796982469695343","0.27969824696953427","0.27969824696953427"
"203","0.2788591522286258","0.2788591522286257","0.2788591522286257"
"204","0.27802257477194003","0.2780225747719398","0.2780225747719398"
"205","0.27718850704762404","0.277188507047624","0.277188507047624"
"206","0.27635694152648127","0.2763569415264811","0.2763569415264811"
"207","0.27552787070190177","0.27552787070190166","0.27552787070190166"
"208","0.27470128708979585","0.27470128708979596","0.27470128708979596"
"209","0.27387718322852644","0.27387718322852656","0.27387718322852656"
"210","0.2730555516788409","0.273055551678841","0.273055551678841"
"211","0.2722363850238044","0.2722363850238045","0.2722363850238045"
"212","0.2714196758687332","0.27141967586873306","0.27141967586873306"
"213","0.27060541684112677","0.2706054168411269","0.2706054168411269"
"214","0.26979360059060364","0.2697936005906035","0.2697936005906035"
"215","0.2689842197888319","0.2689842197888317","0.2689842197888317"
"216","0.2681772671294651","0.2681772671294652","0.2681772671294652"
"217","0.26737273532807665","0.2673727353280768","0.2673727353280768"
"218","0.2665706171220927","0.26657061712209257","0.26657061712209257"
"219","0.26577090527072644","0.2657709052707263","0.2657709052707263"
"220","0.264973592554914","0.2649735925549141","0.2649735925549141"
"221","0.26417867177724924","0.26417867177724935","0.26417867177724935"
"222","0.2633861357619178","0.2633861357619176","0.2633861357619176"
"223","0.26259597735463197","0.26259597735463186","0.26259597735463186"
"224","0.26180818942256784","0.26180818942256795","0.26180818942256795"
"225","0.26102276485430037","0.26102276485430026","0.26102276485430026"
"226","0.26023969655973733","0.26023969655973733","0.26023969655973733"
"227","0.25945897747005814","0.25945897747005814","0.25945897747005814"
"228","0.258680600537648","0.25868060053764796","0.25868060053764796"
"229","0.25790455873603507","0.257904558736035","0.257904558736035"
"230","0.2571308450598268","0.2571308450598269","0.2571308450598269"
"231","0.25635945252464754","0.2563594525246474","0.2563594525246474"
"232","0.2555903741670733","0.2555903741670735","0.2555903741670735"
"233","0.25482360304457236","0.25482360304457224","0.25482360304457224"
"234","0.25405913223543847","0.2540591322354385","0.2540591322354385"
"235","0.2532969548387322","0.2532969548387322","0.2532969548387322"
"236","0.25253706397421616","0.252537063974216","0.252537063974216"
"237","0.25177945278229336","0.25177945278229336","0.25177945278229336"
"238","0.2510241144239467","0.25102411442394645","0.25102411442394645"
"239","0.25027104208067463","0.25027104208067463","0.25027104208067463"
"240","0.24952022895443268","0.2495202289544326","0.2495202289544326"
"241","0.24877166826756916","0.2487716682675693","0.2487716682675693"
"242","0.2480253532627667","0.2480253532627666","0.2480253532627666"
"243","0.2472812772029782","0.2472812772029783","0.2472812772029783"
"244","0.24653943337136933","0.24653943337136935","0.24653943337136935"
"245","0.24579981507125506","0.24579981507125526","0.24579981507125526"
"246","0.24506241562604167","0.2450624156260415","0.2450624156260415"
"247","0.2443272283791635","0.24432722837916337","0.24432722837916337"
"248","0.24359424669402593","0.24359424669402588","0.24359424669402588"
"249","0.24286346395394373","0.2428634639539438","0.2428634639539438"
"250","0.24213487356208205","0.24213487356208196","0.24213487356208196"
"251","0.24140846894139575","0.24140846894139573","0.24140846894139573"
"252","0.2406842435345717","0.24068424353457155","0.24068424353457155"
"253","0.23996219080396775","0.23996219080396783","0.23996219080396783"
"254","0.2392423042315561","0.23924230423155593","0.23924230423155593"
"255","0.23852457731886118","0.23852457731886126","0.23852457731886126"
"256","0.23780900358690454","0.23780900358690468","0.23780900358690468"
"257","0.23709557657614402","0.23709557657614397","0.23709557657614397"
"258","0.2363842898464155","0.23638428984641555","0.23638428984641555"
"259","0.2356751369768764","0.2356751369768763","0.2356751369768763"
"260","0.23496811156594585","0.2349681115659457","0.2349681115659457"
"261","0.23426320723124783","0.23426320723124786","0.23426320723124786"
"262","0.23356041760955404","0.23356041760955412","0.23356041760955412"
"263","0.23285973635672536","0.23285973635672547","0.23285973635672547"
"264","0.23216115714765537","0.23216115714765528","0.23216115714765528"
"265","0.23146467367621243","0.23146467367621232","0.23146467367621232"
"266","0.2307702796551838","0.23077027965518368","0.23077027965518368"
"267","0.23007796881621803","0.23007796881621811","0.23007796881621811"
"268","0.22938773490976946","0.22938773490976946","0.22938773490976946"
"269","0.22869957170504018","0.22869957170504016","0.22869957170504016"
"270","0.2280134729899252","0.22801347298992503","0.22801347298992503"
"271","0.2273294325709552","0.22732943257095525","0.22732943257095525"
"272","0.22664744427324227","0.22664744427324238","0.22664744427324238"
"273","0.2259675019404226","0.22596750194042264","0.22596750194042264"
"274","0.22528959943460153","0.22528959943460136","0.22528959943460136"
"275","0.22461373063629764","0.22461373063629755","0.22461373063629755"
"276","0.2239398894443887","0.22393988944438867","0.22393988944438867"
"277","0.22326806977605543","0.2232680697760555","0.2232680697760555"
"278","0.22259826556672735","0.22259826556672735","0.22259826556672735"
"279","0.22193047077002714","0.22193047077002717","0.22193047077002717"
"280","0.22126467935771724","0.2212646793577171","0.2212646793577171"
"281","0.22060088531964409","0.22060088531964395","0.22060088531964395"
"282","0.21993908266368492","0.219939082663685","0.219939082663685"
"283","0.21927926541569404","0.21927926541569395","0.21927926541569395"
"284","0.21862142761944692","0.21862142761944686","0.21862142761944686"
"285","0.21796556333658848","0.2179655633365885","0.2179655633365885"
"286","0.2173116666465787","0.21731166664657875","0.21731166664657875"
"287","0.21665973164663915","0.21665973164663901","0.21665973164663901"
"288","0.21600975245169907","0.2160097524516991","0.2160097524516991"
"289","0.21536172319434407","0.215361723194344","0.215361723194344"
"290","0.21471563802476099","0.21471563802476096","0.21471563802476096"
"291","0.21407149111068682","0.21407149111068668","0.21407149111068668"
"292","0.2134292766373545","0.21342927663735461","0.21342927663735461"
"293","0.21278898880744257","0.21278898880744254","0.21278898880744254"
"294","0.21215062184102013","0.2121506218410202","0.2121506218410202"
"295","0.21151416997549705","0.21151416997549716","0.21151416997549716"
"296","0.2108796274655705","0.21087962746557065","0.21087962746557065"
"297","0.2102469885831741","0.21024698858317395","0.21024698858317395"
"298","0.20961624761742453","0.20961624761742442","0.20961624761742442"
"299","0.2089873988745721","0.20898739887457216","0.20898739887457216"
"300","0.2083604366779485","0.20836043667794843","0.20836043667794843"
"301","0.2077353553679145","0.20773535536791457","0.20773535536791457"
"302","0.2071121493018107","0.20711214930181082","0.20711214930181082"
"303","0.20649081285390553","0.2064908128539054","0.2064908128539054"
"304","0.20587134041534377","0.20587134041534366","0.20587134041534366"
"305","0.20525372639409764","0.20525372639409764","0.20525372639409764"
"306","0.2046379652149153","0.20463796521491534","0.20463796521491534"
"307","0.20402405131927073","0.2040240513192706","0.2040240513192706"
"308","0.20341197916531267","0.20341197916531278","0.20341197916531278"
"309","0.202801743227817","0.20280174322781686","0.20280174322781686"
"310","0.2021933379981335","0.2021933379981334","0.2021933379981334"
"311","0.20158675798413903","0.201586757984139","0.201586757984139"
"312","0.2009819977101867","0.20098199771018657","0.20098199771018657"
"313","0.20037905171705603","0.200379051717056","0.200379051717056"
"314","0.19977791456190477","0.19977791456190483","0.19977791456190483"
"315","0.19917858081821913","0.19917858081821913","0.19917858081821913"
"316","0.19858104507576438","0.19858104507576446","0.19858104507576446"
"317","0.19798530194053723","0.19798530194053718","0.19798530194053718"
"318","0.1973913460347155","0.19739134603471556","0.19739134603471556"
"319","0.19679917199661137","0.1967991719966114","0.1967991719966114"
"320","0.19620877448062143","0.19620877448062157","0.19620877448062157"
"321","0.19562014815717974","0.1956201481571797","0.1956201481571797"
"322","0.19503328771270825","0.19503328771270817","0.19503328771270817"
"323","0.19444818784957005","0.19444818784957005","0.19444818784957005"
"324","0.1938648432860213","0.19386484328602133","0.19386484328602133"
"325","0.1932832487561633","0.19328324875616326","0.19328324875616326"
"326","0.1927033990098949","0.19270339900989478","0.19270339900989478"
"327","0.19212528881286509","0.19212528881286509","0.19212528881286509"
"328","0.19154891294642637","0.19154891294642648","0.19154891294642648"
"329","0.19097426620758726","0.1909742662075872","0.1909742662075872"
"330","0.19040134340896456","0.19040134340896445","0.19040134340896445"
"331","0.18983013937873758","0.18983013937873755","0.18983013937873755"
"332","0.18926064896060138","0.18926064896060132","0.18926064896060132"
"333","0.18869286701371943","0.1886928670137195","0.1886928670137195"
"334","0.1881267884126784","0.18812678841267835","0.18812678841267835"
"335","0.18756240804744032","0.18756240804744032","0.18756240804744032"
"336","0.18699972082329805","0.186999720823298","0.186999720823298"
"337","0.18643872166082795","0.1864387216608281","0.1864387216608281"
"338","0.18587940549584567","0.1858794054958456","0.1858794054958456"
"339","0.1853217672793581","0.18532176727935806","0.18532176727935806"
"340","0.18476580197751988","0.18476580197752","0.18476580197752"
"341","0.1842115045715875","0.18421150457158744","0.18421150457158744"
"342","0.1836588700578726","0.18365887005787268","0.18365887005787268"
"343","0.18310789344769915","0.18310789344769907","0.18310789344769907"
"344","0.1825585697673561","0.18255856976735596","0.18255856976735596"
"345","0.18201089405805396","0.1820108940580539","0.1820108940580539"
"346","0.18146486137587975","0.18146486137587975","0.18146486137587975"
"347","0.18092046679175225","0.1809204667917521","0.1809204667917521"
"348","0.18037770539137676","0.18037770539137685","0.18037770539137685"
"349","0.17983657227520278","0.17983657227520272","0.17983657227520272"
"350","0.17929706255837716","0.1792970625583771","0.1792970625583771"
"351","0.17875917137070196","0.17875917137070196","0.17875917137070196"
"352","0.17822289385658982","0.17822289385658985","0.17822289385658985"
"353","0.1776882251750201","0.1776882251750201","0.1776882251750201"
"354","0.1771551604994951","0.17715516049949503","0.17715516049949503"
"355","0.17662369501799652","0.17662369501799655","0.17662369501799655"
"356","0.17609382393294248","0.17609382393294257","0.17609382393294257"
"357","0.17556554246114364","0.17556554246114373","0.17556554246114373"
"358","0.1750388458337602","0.17503884583376028","0.17503884583376028"
"359","0.17451372929625905","0.174513729296259","0.174513729296259"
"360","0.17399018810837025","0.17399018810837022","0.17399018810837022"
"361","0.17346821754404507","0.1734682175440451","0.1734682175440451"
"362","0.17294781289141292","0.17294781289141295","0.17294781289141295"
"363","0.17242896945273864","0.17242896945273872","0.17242896945273872"
"364","0.17191168254438063","0.1719116825443805","0.1719116825443805"
"365","0.17139594749674728","0.17139594749674736","0.17139594749674736"
"366","0.17088175965425725","0.17088175965425711","0.17088175965425711"
"367","0.1703691143752942","0.17036911437529434","0.17036911437529434"
"368","0.16985800703216833","0.16985800703216847","0.16985800703216847"
"369","0.169348433011072","0.16934843301107197","0.16934843301107197"
"370","0.16884038771203877","0.16884038771203874","0.16884038771203874"
"371","0.16833386654890256","0.16833386654890262","0.16833386654890262"
"372","0.16782886494925597","0.16782886494925592","0.16782886494925592"
"373","0.16732537835440817","0.16732537835440814","0.16732537835440814"
"374","0.1668234022193449","0.1668234022193449","0.1668234022193449"
"375","0.16632293201268675","0.16632293201268689","0.16632293201268689"
"376","0.16582396321664883","0.16582396321664883","0.16582396321664883"
"377","0.16532649132699892","0.1653264913269989","0.1653264913269989"
"378","0.16483051185301797","0.1648305118530179","0.1648305118530179"
"379","0.16433602031745878","0.16433602031745884","0.16433602031745884"
"380","0.16384301225650652","0.16384301225650647","0.16384301225650647"
"381","0.16335148321973697","0.16335148321973694","0.16335148321973694"
"382","0.16286142877007767","0.16286142877007773","0.16286142877007773"
"383","0.1623728444837675","0.1623728444837675","0.1623728444837675"
"384","0.16188572595031622","0.1618857259503162","0.1618857259503162"
"385","0.1614000687724652","0.16140006877246524","0.16140006877246524"
"386","0.16091586856614795","0.16091586856614784","0.16091586856614784"
"387","0.16043312096044937","0.1604331209604494","0.1604331209604494"
"388","0.15995182159756813","0.15995182159756804","0.15995182159756804"
"389","0.1594719661327754","0.15947196613277534","0.15947196613277534"
"390","0.15899355023437692","0.158993550234377","0.158993550234377"
"391","0.15851656958367402","0.15851656958367388","0.15851656958367388"
"392","0.1580410198749229","0.15804101987492286","0.15804101987492286"
"393","0.15756689681529804","0.1575668968152981","0.1575668968152981"
"394","0.1570941961248522","0.1570941961248522","0.1570941961248522"
"395","0.1566229135364777","0.15662291353647764","0.15662291353647764"
"396","0.15615304479586814","0.1561530447958682","0.1561530447958682"
"397","0.1556845856614806","0.15568458566148058","0.15568458566148058"
"398","0.15521753190449603","0.15521753190449614","0.15521753190449614"
"399","0.15475187930878267","0.15475187930878265","0.15475187930878265"
"400","0.15428762367085633","0.1542876236708563","0.1542876236708563"
"401","0.15382476079984372","0.15382476079984372","0.15382476079984372"
"402","0.15336328651744416","0.1533632865174442","0.1533632865174442"
"403","0.1529031966578919","0.15290319665789184","0.15290319665789184"
"404","0.15244448706791813","0.15244448706791816","0.15244448706791816"
"405","0.15198715360671444","0.15198715360671441","0.15198715360671441"
"406","0.1515311921458942","0.15153119214589428","0.15153119214589428"
"407","0.15107659856945657","0.1510765985694566","0.1510765985694566"
"408","0.15062336877374827","0.15062336877374824","0.15062336877374824"
"409","0.15017149866742704","0.150171498667427","0.150171498667427"
"410","0.14972098417142468","0.1497209841714247","0.1497209841714247"
"411","0.1492718212189104","0.14927182121891044","0.14927182121891044"
"412","0.14882400575525376","0.1488240057552537","0.1488240057552537"
"413","0.14837753373798798","0.14837753373798795","0.14837753373798795"
"414","0.14793240113677403","0.147932401136774","0.147932401136774"
"415","0.14748860393336374","0.1474886039333637","0.1474886039333637"
"416","0.14704613812156356","0.14704613812156359","0.14704613812156359"
"417","0.14660499970719884","0.1466049997071989","0.1466049997071989"
"418","0.14616518470807724","0.1461651847080773","0.1461651847080773"
"419","0.14572668915395318","0.14572668915395307","0.14572668915395307"
"420","0.14528950908649121","0.14528950908649121","0.14528950908649121"
"421","0.14485364055923175","0.14485364055923175","0.14485364055923175"
"422","0.14441907963755402","0.14441907963755404","0.14441907963755404"
"423","0.1439858223986414","0.14398582239864138","0.14398582239864138"
"424","0.14355386493144542","0.14355386493144545","0.14355386493144545"
"425","0.14312320333665113","0.14312320333665113","0.14312320333665113"
"426","0.14269383372664113","0.14269383372664118","0.14269383372664118"
"427","0.14226575222546123","0.14226575222546126","0.14226575222546126"
"428","0.14183895496878487","0.14183895496878487","0.14183895496878487"
"429","0.14141343810387852","0.14141343810387852","0.14141343810387852"
"430","0.14098919778956687","0.1409891977895669","0.1409891977895669"
"431","0.14056623019619824","0.14056623019619818","0.14056623019619818"
"432","0.1401445315056096","0.1401445315056096","0.1401445315056096"
"433","0.13972409791109278","0.13972409791109278","0.13972409791109278"
"434","0.1393049256173594","0.1393049256173595","0.1393049256173595"
"435","0.13888701084050747","0.13888701084050742","0.13888701084050742"
"436","0.13847034980798598","0.1384703498079859","0.1384703498079859"
"437","0.13805493875856192","0.13805493875856192","0.13805493875856192"
"438","0.13764077394228635","0.13764077394228624","0.13764077394228624"
"439","0.13722785162045933","0.1372278516204594","0.1372278516204594"
"440","0.13681616806559796","0.13681616806559802","0.13681616806559802"
"441","0.13640571956140113","0.1364057195614012","0.1364057195614012"
"442","0.1359965024027171","0.13599650240271702","0.13599650240271702"
"443","0.1355885128955089","0.13558851289550886","0.13558851289550886"
"444","0.1351817473568224","0.13518174735682234","0.13518174735682234"
"445","0.13477620211475194","0.1347762021147519","0.1347762021147519"
"446","0.13437187350840762","0.13437187350840762","0.13437187350840762"
"447","0.13396875788788246","0.1339687578878824","0.1339687578878824"
"448","0.13356685161421875","0.13356685161421875","0.13356685161421875"
"449","0.13316615105937615","0.1331661510593761","0.1331661510593761"
"450","0.13276665260619802","0.13276665260619797","0.13276665260619797"
"451","0.1323683526483794","0.13236835264837937","0.13236835264837937"
"452","0.13197124759043433","0.13197124759043424","0.13197124759043424"
"453","0.13157533384766298","0.13157533384766293","0.13157533384766293"
"454","0.13118060784611985","0.13118060784611993","0.13118060784611993"
"455","0.1307870660225815","0.13078706602258156","0.13078706602258156"
"456","0.1303947048245138","0.13039470482451382","0.13039470482451382"
"457","0.1300035207100403","0.1300035207100403","0.1300035207100403"
"458","0.12961351014791014","0.12961351014791017","0.12961351014791017"
"459","0.1292246696174665","0.12922466961746645","0.12922466961746645"
"460","0.12883699560861397","0.12883699560861406","0.12883699560861406"
"461","0.1284504846217881","0.1284504846217882","0.1284504846217882"
"462","0.1280651331679228","0.12806513316792284","0.12806513316792284"
"463","0.12768093776841913","0.12768093776841907","0.12768093776841907"
"464","0.1272978949551139","0.12729789495511382","0.12729789495511382"
"465","0.1269160012702484","0.12691600127024846","0.12691600127024846"
"466","0.1265352532664377","0.12653525326643772","0.12653525326643772"
"467","0.12615564750663835","0.1261556475066384","0.1261556475066384"
"468","0.12577718056411855","0.1257771805641185","0.1257771805641185"
"469","0.12539984902242607","0.12539984902242612","0.12539984902242612"
"470","0.1250236494753589","0.12502364947535885","0.12502364947535885"
"471","0.1246485785269327","0.12464857852693277","0.12464857852693277"
"472","0.12427463279135197","0.12427463279135197","0.12427463279135197"
"473","0.12390180889297796","0.12390180889297792","0.12390180889297792"
"474","0.1235301034662989","0.12353010346629899","0.12353010346629899"
"475","0.12315951315590014","0.1231595131559001","0.1231595131559001"
"476","0.12279003461643244","0.1227900346164324","0.1227900346164324"
"477","0.12242166451258317","0.1224216645125831","0.1224216645125831"
"478","0.12205439951904531","0.12205439951904536","0.12205439951904536"
"479","0.12168823632048828","0.12168823632048822","0.12168823632048822"
"480","0.12132317161152671","0.12132317161152675","0.12132317161152675"
